office_id,member_id,managed_entity_id,electric_date,electric_usage
OFF001,user003,ME001,2023-06-08,1.55
OFF001,user001,ME001,2023-06-09,1.2
OFF001,user002,ME001,2023-06-09,1.28
OFF001,user003,ME001,2023-06-09,1.58
OFF001,user001,ME001,2023-06-09,1.16
OFF001,user002,ME001,2023-06-09,1.43
OFF001,user003,ME001,2023-06-09,1.46
OFF001,user001,ME001,2023-06-09,1.67
OFF001,user002,ME001,2023-06-09,1.5
OFF001,user003,ME001,2023-06-09,1.84
OFF001,user001,ME001,2023-06-09,1.39
OFF001,user002,ME001,2023-06-09,1.41
OFF001,user003,ME001,2023-06-09,1.83
OFF001,user001,ME001,2023-06-10,1.27
OFF001,user002,ME001,2023-06-10,1.43
OFF001,user003,ME001,2023-06-10,1.34
OFF001,user001,ME001,2023-06-10,1.49
OFF001,user002,ME001,2023-06-10,1.24
OFF001,user003,ME001,2023-06-10,1.34
OFF001,user001,ME001,2023-06-10,1.71
OFF001,user002,ME001,2023-06-10,1.46
OFF001,user003,ME001,2023-06-10,1.38
OFF001,user001,ME001,2023-06-10,1.62
OFF001,user002,ME001,2023-06-10,1.33
OFF001,user003,ME001,2023-06-10,1.55
OFF001,user001,ME001,2023-06-11,1.24
OFF001,user002,ME001,2023-06-11,1.31
OFF001,user003,ME001,2023-06-11,1.37
OFF001,user001,ME001,2023-06-11,1.39
OFF001,user002,ME001,2023-06-11,1.31
OFF001,user003,ME001,2023-06-11,1.43
OFF001,user001,ME001,2023-06-11,1.78
OFF001,user002,ME001,2023-06-11,1.59
OFF001,user003,ME001,2023-06-11,1.47
OFF001,user001,ME001,2023-06-11,1.67
OFF001,user002,ME001,2023-06-11,1.6
OFF001,user003,ME001,2023-06-11,1.47
OFF001,user001,ME001,2023-06-12,1.3
OFF001,user002,ME001,2023-06-12,1.29
OFF001,user003,ME001,2023-06-12,1.23
OFF001,user001,ME001,2023-06-12,1.22
OFF001,user002,ME001,2023-06-12,1.26
OFF001,user003,ME001,2023-06-12,1.29
OFF001,user001,ME001,2023-06-12,1.91
OFF001,user002,ME001,2023-06-12,1.82
OFF001,user003,ME001,2023-06-12,1.42
OFF001,user001,ME001,2023-06-12,1.44
OFF001,user002,ME001,2023-06-12,1.62
OFF001,user003,ME001,2023-06-12,1.61
OFF001,user001,ME001,2023-06-13,1.21
OFF001,user002,ME001,2023-06-13,1.33
OFF001,user003,ME001,2023-06-13,1.25
OFF001,user001,ME001,2023-06-13,1.33
OFF001,user002,ME001,2023-06-13,1.38
OFF001,user003,ME001,2023-06-13,1.23
OFF001,user001,ME001,2023-06-13,1.54
OFF001,user002,ME001,2023-06-13,1.56
OFF001,user003,ME001,2023-06-13,1.45
OFF001,user001,ME001,2023-06-13,1.63
OFF001,user002,ME001,2023-06-13,1.51
OFF001,user003,ME001,2023-06-13,1.36
OFF001,user001,ME001,2023-06-14,1.2
OFF001,user002,ME001,2023-06-14,1.31
OFF001,user003,ME001,2023-06-14,1.31
OFF001,user001,ME001,2023-06-14,1.47
OFF001,user002,ME001,2023-06-14,1.42
OFF001,user003,ME001,2023-06-14,1.38
OFF001,user001,ME001,2023-06-14,1.67
OFF001,user002,ME001,2023-06-14,1.31
OFF001,user003,ME001,2023-06-14,1.48
OFF001,user001,ME001,2023-06-14,1.38
OFF001,user002,ME001,2023-06-14,1.69
OFF001,user003,ME001,2023-06-14,1.61
OFF001,user001,ME001,2023-06-15,1.3
OFF001,user002,ME001,2023-06-15,1.41
OFF001,user003,ME001,2023-06-15,1.43
OFF001,user001,ME001,2023-06-15,1.43
OFF001,user002,ME001,2023-06-15,1.48
OFF001,user003,ME001,2023-06-15,1.46
OFF001,user001,ME001,2023-06-15,1.72
OFF001,user002,ME001,2023-06-15,1.46
OFF001,user003,ME001,2023-06-15,1.39
OFF001,user001,ME001,2023-06-15,1.73
OFF001,user002,ME001,2023-06-15,1.56
OFF001,user003,ME001,2023-06-15,1.55
OFF001,user001,ME001,2023-06-16,1.02
OFF001,user002,ME001,2023-06-16,1.55
OFF001,user003,ME001,2023-06-16,1.25
OFF001,user001,ME001,2023-06-16,1.3
OFF001,user002,ME001,2023-06-16,1.54
OFF001,user003,ME001,2023-06-16,1.37
OFF001,user001,ME001,2023-06-16,1.12
OFF001,user002,ME001,2023-06-16,1.18
OFF001,user003,ME001,2023-06-16,1.47
OFF001,user001,ME001,2023-06-16,1.32
OFF001,user002,ME001,2023-06-16,1.36
OFF001,user003,ME001,2023-06-16,1.28
OFF001,user001,ME001,2023-06-17,1.26
OFF001,user002,ME001,2023-06-17,1.6
OFF001,user003,ME001,2023-06-17,1.41
OFF001,user001,ME001,2023-06-17,1.31
OFF001,user002,ME001,2023-06-17,1.26
OFF001,user003,ME001,2023-06-17,1.34
OFF001,user001,ME001,2023-06-17,1.32
OFF001,user002,ME001,2023-06-17,1.6
OFF001,user003,ME001,2023-06-17,1.43
OFF001,user001,ME001,2023-06-17,1.23
OFF001,user002,ME001,2023-06-17,1.32
OFF001,user003,ME001,2023-06-17,1.4
OFF001,user001,ME001,2023-06-18,1.35
OFF001,user002,ME001,2023-06-18,1.4
OFF001,user003,ME001,2023-06-18,1.45
OFF001,user001,ME001,2023-06-18,1.24
OFF001,user002,ME001,2023-06-18,1.28
OFF001,user003,ME001,2023-06-18,1.44
OFF001,user001,ME001,2023-06-18,1.59
OFF001,user002,ME001,2023-06-18,1.54
OFF001,user003,ME001,2023-06-18,1.33
OFF001,user001,ME001,2023-06-18,1.34
OFF001,user002,ME001,2023-06-18,1.57
OFF001,user003,ME001,2023-06-18,1.56
OFF001,user001,ME001,2023-06-19,1.15
OFF001,user002,ME001,2023-06-19,1.46
OFF001,user003,ME001,2023-06-19,1.28
OFF001,user001,ME001,2023-06-19,1.32
OFF001,user002,ME001,2023-06-19,1.51
OFF001,user003,ME001,2023-06-19,1.21
OFF001,user001,ME001,2023-06-19,1.8
OFF001,user002,ME001,2023-06-19,1.22
OFF001,user003,ME001,2023-06-19,1.57
OFF001,user001,ME001,2023-06-19,1.38
OFF001,user002,ME001,2023-06-19,1.43
OFF001,user003,ME001,2023-06-19,1.61
OFF001,user001,ME001,2023-06-20,1.12
OFF001,user002,ME001,2023-06-20,1.33
OFF001,user003,ME001,2023-06-20,1.42
OFF001,user001,ME001,2023-06-20,1.37
OFF001,user002,ME001,2023-06-20,1.51
OFF001,user003,ME001,2023-06-20,1.39
OFF001,user001,ME001,2023-06-20,1.68
OFF001,user002,ME001,2023-06-20,1.46
OFF001,user003,ME001,2023-06-20,1.49
OFF001,user001,ME001,2023-06-20,1.51
OFF001,user002,ME001,2023-06-20,1.44
OFF001,user003,ME001,2023-06-20,1.26
OFF001,user001,ME001,2023-06-21,1.15
OFF001,user002,ME001,2023-06-21,1.35
OFF001,user003,ME001,2023-06-21,1.37
OFF001,user001,ME001,2023-06-21,1.5
OFF001,user002,ME001,2023-06-21,1.49
OFF001,user003,ME001,2023-06-21,1.48
OFF001,user001,ME001,2023-06-21,1.57
OFF001,user002,ME001,2023-06-21,1.39
OFF001,user003,ME001,2023-06-21,1.57
OFF001,user001,ME001,2023-06-21,1.52
OFF001,user002,ME001,2023-06-21,1.4
OFF001,user003,ME001,2023-06-21,1.48
OFF001,user001,ME001,2023-06-22,1.28
OFF001,user002,ME001,2023-06-22,1.43
OFF001,user003,ME001,2023-06-22,1.38
OFF001,user001,ME001,2023-06-22,1.34
OFF001,user002,ME001,2023-06-22,1.59
OFF001,user003,ME001,2023-06-22,1.36
OFF001,user001,ME001,2023-06-22,1.88
OFF001,user002,ME001,2023-06-22,1.34
OFF001,user003,ME001,2023-06-22,1.42
OFF001,user001,ME001,2023-06-22,1.44
OFF001,user002,ME001,2023-06-22,1.33
OFF001,user003,ME001,2023-06-22,1.4
OFF001,user001,ME001,2023-06-23,1.24
OFF001,user002,ME001,2023-06-23,1.33
OFF001,user003,ME001,2023-06-23,1.09
OFF001,user001,ME001,2023-06-23,1.35
OFF001,user002,ME001,2023-06-23,1.42
OFF001,user003,ME001,2023-06-23,1.51
OFF001,user001,ME001,2023-06-23,1.59
OFF001,user002,ME001,2023-06-23,1.52
OFF001,user003,ME001,2023-06-23,1.44
OFF001,user001,ME001,2023-06-23,1.37
OFF001,user002,ME001,2023-06-23,1.45
OFF001,user003,ME001,2023-06-23,1.5
OFF001,user001,ME001,2023-06-24,1.27
OFF001,user002,ME001,2023-06-24,1.12
OFF001,user003,ME001,2023-06-24,1.44
OFF001,user001,ME001,2023-06-24,1.5
OFF001,user002,ME001,2023-06-24,1.5
OFF001,user003,ME001,2023-06-24,1.36
OFF001,user001,ME001,2023-06-24,1.53
OFF001,user002,ME001,2023-06-24,1.36
OFF001,user003,ME001,2023-06-24,1.61
OFF001,user001,ME001,2023-06-24,1.46
OFF001,user002,ME001,2023-06-24,1.36
OFF001,user003,ME001,2023-06-24,1.75
OFF001,user001,ME001,2023-06-25,1.23
OFF001,user002,ME001,2023-06-25,1.27
OFF001,user003,ME001,2023-06-25,1.29
OFF001,user001,ME001,2023-06-25,1.27
OFF001,user002,ME001,2023-06-25,1.46
OFF001,user003,ME001,2023-06-25,1.52
OFF001,user001,ME001,2023-06-25,1.67
OFF001,user002,ME001,2023-06-25,1.43
OFF001,user003,ME001,2023-06-25,1.76
OFF001,user001,ME001,2023-06-25,1.33
OFF001,user002,ME001,2023-06-25,1.21
OFF001,user003,ME001,2023-06-25,1.89
OFF001,user001,ME001,2023-06-26,1.42
OFF001,user002,ME001,2023-06-26,1.33
OFF001,user003,ME001,2023-06-26,1.32
OFF001,user001,ME001,2023-06-26,1.23
OFF001,user002,ME001,2023-06-26,1.41
OFF001,user003,ME001,2023-06-26,1.46
OFF001,user001,ME001,2023-06-26,1.56
OFF001,user002,ME001,2023-06-26,1.35
OFF001,user003,ME001,2023-06-26,1.81
OFF001,user001,ME001,2023-06-26,1.54
OFF001,user002,ME001,2023-06-26,1.39
OFF001,user003,ME001,2023-06-26,1.53
OFF001,user001,ME001,2023-06-27,1.26
OFF001,user002,ME001,2023-06-27,1.44
OFF001,user003,ME001,2023-06-27,1.35
OFF001,user001,ME001,2023-06-27,1.55
OFF001,user002,ME001,2023-06-27,1.41
OFF001,user003,ME001,2023-06-27,1.49
OFF001,user001,ME001,2023-06-27,1.69
OFF001,user002,ME001,2023-06-27,1.52
OFF001,user003,ME001,2023-06-27,1.65
OFF001,user001,ME001,2023-06-27,1.55
OFF001,user002,ME001,2023-06-27,1.46
OFF001,user003,ME001,2023-06-27,1.86
OFF001,user001,ME001,2023-06-28,1.31
OFF001,user002,ME001,2023-06-28,1.19
OFF001,user003,ME001,2023-06-28,1.33
OFF001,user001,ME001,2023-06-28,1.4
OFF001,user002,ME001,2023-06-28,1.35
OFF001,user003,ME001,2023-06-28,1.58
OFF001,user001,ME001,2023-06-28,1.24
OFF001,user002,ME001,2023-06-28,1.53
OFF001,user003,ME001,2023-06-28,1.66
OFF001,user001,ME001,2023-06-28,1.44
OFF001,user002,ME001,2023-06-28,1.51
OFF001,user003,ME001,2023-06-28,1.62
OFF001,user001,ME001,2023-06-29,1.26
OFF001,user002,ME001,2023-06-29,1.37
OFF001,user003,ME001,2023-06-29,1.56
OFF001,user001,ME001,2023-06-29,1.29
OFF001,user002,ME001,2023-06-29,1.64
OFF001,user003,ME001,2023-06-29,1.26
OFF001,user001,ME001,2023-06-29,1.38
OFF001,user002,ME001,2023-06-29,1.43
OFF001,user003,ME001,2023-06-29,1.72
OFF001,user001,ME001,2023-06-29,1.53
OFF001,user002,ME001,2023-06-29,1.31
OFF001,user003,ME001,2023-06-29,1.73
OFF001,user001,ME001,2023-06-30,1.28
OFF001,user002,ME001,2023-06-30,1.54
OFF001,user003,ME001,2023-06-30,1.32
OFF001,user001,ME001,2023-06-30,1.38
OFF001,user002,ME001,2023-06-30,1.47
OFF001,user003,ME001,2023-06-30,1.42
OFF001,user001,ME001,2023-06-30,1.7
OFF001,user002,ME001,2023-06-30,1.46
OFF001,user003,ME001,2023-06-30,1.54
OFF001,user001,ME001,2023-06-30,1.64
OFF001,user002,ME001,2023-06-30,1.23
OFF001,user003,ME001,2023-06-30,1.67
