office_id,member_id,managed_entity_id,water_date,water_usage
OFF001,user096,ME001,2023-06-01,416
OFF001,user097,ME001,2023-06-01,130
OFF001,user098,ME001,2023-06-01,47
OFF001,user099,ME001,2023-06-01,166
OFF001,user100,ME001,2023-06-01,427
OFF001,user001,ME001,2023-06-01,163
OFF001,user002,ME001,2023-06-01,398
OFF001,user003,ME001,2023-06-01,56
OFF001,user004,ME001,2023-06-01,104
OFF001,user005,ME001,2023-06-01,75
OFF001,user006,ME001,2023-06-01,129
OFF001,user007,ME001,2023-06-01,106
OFF001,user008,ME001,2023-06-01,435
OFF001,user009,ME001,2023-06-01,59
OFF001,user010,ME001,2023-06-01,199
OFF001,user011,ME001,2023-06-01,197
OFF001,user012,ME001,2023-06-01,73
OFF001,user013,ME001,2023-06-01,89
OFF001,user014,ME001,2023-06-01,246
OFF001,user015,ME001,2023-06-01,400
OFF001,user016,ME001,2023-06-01,144
OFF001,user017,ME001,2023-06-01,161
OFF001,user018,ME001,2023-06-01,364
OFF001,user019,ME001,2023-06-01,93
OFF001,user020,ME001,2023-06-01,271
OFF001,user021,ME001,2023-06-01,216
OFF001,user022,ME001,2023-06-01,73
OFF001,user023,ME001,2023-06-01,55
OFF001,user024,ME001,2023-06-01,397
OFF001,user025,ME001,2023-06-01,376
OFF001,user026,ME001,2023-06-01,167
OFF001,user027,ME001,2023-06-01,427
OFF001,user028,ME001,2023-06-01,271
OFF001,user029,ME001,2023-06-01,159
OFF001,user030,ME001,2023-06-01,195
OFF001,user031,ME001,2023-06-01,119
OFF001,user032,ME001,2023-06-01,388
OFF001,user033,ME001,2023-06-01,168
OFF001,user034,ME001,2023-06-01,275
OFF001,user035,ME001,2023-06-01,426
OFF001,user036,ME001,2023-06-01,319
OFF001,user037,ME001,2023-06-01,76
OFF001,user038,ME001,2023-06-01,173
OFF001,user039,ME001,2023-06-01,332
OFF001,user040,ME001,2023-06-01,120
OFF001,user041,ME001,2023-06-01,312
OFF001,user042,ME001,2023-06-01,347
OFF001,user043,ME001,2023-06-01,418
OFF001,user044,ME001,2023-06-01,250
OFF001,user045,ME001,2023-06-01,222
OFF001,user046,ME001,2023-06-01,353
OFF001,user047,ME001,2023-06-01,102
OFF001,user048,ME001,2023-06-01,202
OFF001,user049,ME001,2023-06-01,409
OFF001,user050,ME001,2023-06-01,108
OFF001,user051,ME001,2023-06-01,32
OFF001,user052,ME001,2023-06-01,203
OFF001,user053,ME001,2023-06-01,406
OFF001,user054,ME001,2023-06-01,267
OFF001,user055,ME001,2023-06-01,136
OFF001,user056,ME001,2023-06-01,143
OFF001,user057,ME001,2023-06-01,372
OFF001,user058,ME001,2023-06-01,236
OFF001,user059,ME001,2023-06-01,206
OFF001,user060,ME001,2023-06-01,277
OFF001,user061,ME001,2023-06-01,250
OFF001,user062,ME001,2023-06-01,66
OFF001,user063,ME001,2023-06-01,115
OFF001,user064,ME001,2023-06-01,288
OFF001,user065,ME001,2023-06-01,151
OFF001,user066,ME001,2023-06-01,410
OFF001,user067,ME001,2023-06-01,449
OFF001,user068,ME001,2023-06-01,240
OFF001,user069,ME001,2023-06-01,92
OFF001,user070,ME001,2023-06-01,352
OFF001,user071,ME001,2023-06-01,226
OFF001,user072,ME001,2023-06-01,112
OFF001,user073,ME001,2023-06-01,12
OFF001,user074,ME001,2023-06-01,420
OFF001,user075,ME001,2023-06-01,114
OFF001,user076,ME001,2023-06-01,87
OFF001,user077,ME001,2023-06-01,280
OFF001,user078,ME001,2023-06-01,329
OFF001,user079,ME001,2023-06-01,87
OFF001,user080,ME001,2023-06-01,430
OFF001,user081,ME001,2023-06-01,7
OFF001,user082,ME001,2023-06-01,414
OFF001,user083,ME001,2023-06-01,212
OFF001,user084,ME001,2023-06-01,414
OFF001,user085,ME001,2023-06-01,254
OFF001,user086,ME001,2023-06-01,195
OFF001,user087,ME001,2023-06-01,433
OFF001,user088,ME001,2023-06-01,62
OFF001,user089,ME001,2023-06-01,272
OFF001,user090,ME001,2023-06-01,362
OFF001,user091,ME001,2023-06-01,183
OFF001,user092,ME001,2023-06-01,237
OFF001,user093,ME001,2023-06-01,87
OFF001,user094,ME001,2023-06-01,311
OFF001,user095,ME001,2023-06-01,92
OFF001,user096,ME001,2023-06-01,267
OFF001,user097,ME001,2023-06-01,249
OFF001,user098,ME001,2023-06-01,48
OFF001,user099,ME001,2023-06-01,1
OFF001,user100,ME001,2023-06-01,286
OFF001,user001,ME001,2023-06-01,333
OFF001,user002,ME001,2023-06-01,208
OFF001,user003,ME001,2023-06-01,398
OFF001,user004,ME001,2023-06-01,309
OFF001,user005,ME001,2023-06-01,165
OFF001,user006,ME001,2023-06-01,74
OFF001,user007,ME001,2023-06-01,362
OFF001,user008,ME001,2023-06-01,135
OFF001,user009,ME001,2023-06-01,413
OFF001,user010,ME001,2023-06-01,222
OFF001,user011,ME001,2023-06-01,199
OFF001,user012,ME001,2023-06-01,298
OFF001,user013,ME001,2023-06-01,344
OFF001,user014,ME001,2023-06-01,145
OFF001,user015,ME001,2023-06-01,252
OFF001,user016,ME001,2023-06-01,289
OFF001,user017,ME001,2023-06-01,294
OFF001,user018,ME001,2023-06-01,216
OFF001,user019,ME001,2023-06-01,218
OFF001,user020,ME001,2023-06-01,206
OFF001,user021,ME001,2023-06-01,441
OFF001,user022,ME001,2023-06-01,80
OFF001,user023,ME001,2023-06-01,214
OFF001,user024,ME001,2023-06-01,448
OFF001,user025,ME001,2023-06-01,231
OFF001,user026,ME001,2023-06-01,324
OFF001,user027,ME001,2023-06-01,229
OFF001,user028,ME001,2023-06-01,278
OFF001,user029,ME001,2023-06-01,78
OFF001,user030,ME001,2023-06-01,435
OFF001,user031,ME001,2023-06-01,306
OFF001,user032,ME001,2023-06-01,373
OFF001,user033,ME001,2023-06-01,20
OFF001,user034,ME001,2023-06-01,383
OFF001,user035,ME001,2023-06-01,10
OFF001,user036,ME001,2023-06-01,434
OFF001,user037,ME001,2023-06-01,421
OFF001,user038,ME001,2023-06-01,383
OFF001,user039,ME001,2023-06-01,302
OFF001,user040,ME001,2023-06-01,385
OFF001,user041,ME001,2023-06-01,27
OFF001,user042,ME001,2023-06-01,378
OFF001,user043,ME001,2023-06-01,265
OFF001,user044,ME001,2023-06-01,50
OFF001,user045,ME001,2023-06-01,101
OFF001,user046,ME001,2023-06-01,290
OFF001,user047,ME001,2023-06-01,63
OFF001,user048,ME001,2023-06-01,342
OFF001,user049,ME001,2023-06-01,370
OFF001,user050,ME001,2023-06-01,264
OFF001,user051,ME001,2023-06-01,415
OFF001,user052,ME001,2023-06-01,152
OFF001,user053,ME001,2023-06-01,71
OFF001,user054,ME001,2023-06-01,440
OFF001,user055,ME001,2023-06-01,1
OFF001,user056,ME001,2023-06-01,271
OFF001,user057,ME001,2023-06-01,368
OFF001,user058,ME001,2023-06-01,65
OFF001,user059,ME001,2023-06-01,56
OFF001,user060,ME001,2023-06-01,165
OFF001,user061,ME001,2023-06-01,69
OFF001,user062,ME001,2023-06-01,11
OFF001,user063,ME001,2023-06-01,294
OFF001,user064,ME001,2023-06-01,137
OFF001,user065,ME001,2023-06-01,3
OFF001,user066,ME001,2023-06-01,139
OFF001,user067,ME001,2023-06-01,396
OFF001,user068,ME001,2023-06-01,394
OFF001,user069,ME001,2023-06-01,424
OFF001,user070,ME001,2023-06-01,165
OFF001,user071,ME001,2023-06-01,240
OFF001,user072,ME001,2023-06-01,86
OFF001,user073,ME001,2023-06-01,349
OFF001,user074,ME001,2023-06-01,93
OFF001,user075,ME001,2023-06-01,212
OFF001,user076,ME001,2023-06-01,397
OFF001,user077,ME001,2023-06-01,161
OFF001,user078,ME001,2023-06-01,170
OFF001,user079,ME001,2023-06-01,35
OFF001,user080,ME001,2023-06-01,23
OFF001,user081,ME001,2023-06-01,269
OFF001,user082,ME001,2023-06-01,108
OFF001,user083,ME001,2023-06-01,33
OFF001,user084,ME001,2023-06-01,382
OFF001,user085,ME001,2023-06-01,311
OFF001,user086,ME001,2023-06-01,141
OFF001,user087,ME001,2023-06-01,222
OFF001,user088,ME001,2023-06-01,111
OFF001,user089,ME001,2023-06-01,445
OFF001,user090,ME001,2023-06-01,139
OFF001,user091,ME001,2023-06-01,255
OFF001,user092,ME001,2023-06-01,440
OFF001,user093,ME001,2023-06-01,218
OFF001,user094,ME001,2023-06-01,317
OFF001,user095,ME001,2023-06-01,20
OFF001,user096,ME001,2023-06-01,3
OFF001,user097,ME001,2023-06-01,162
OFF001,user098,ME001,2023-06-01,201
OFF001,user099,ME001,2023-06-01,182
OFF001,user100,ME001,2023-06-01,144
OFF001,user001,ME001,2023-06-02,240
OFF001,user002,ME001,2023-06-02,353
OFF001,user003,ME001,2023-06-02,304
OFF001,user004,ME001,2023-06-02,46
OFF001,user005,ME001,2023-06-02,421
OFF001,user006,ME001,2023-06-02,145
OFF001,user007,ME001,2023-06-02,100
OFF001,user008,ME001,2023-06-02,339
OFF001,user009,ME001,2023-06-02,355
OFF001,user010,ME001,2023-06-02,252
OFF001,user011,ME001,2023-06-02,119
OFF001,user012,ME001,2023-06-02,82
OFF001,user013,ME001,2023-06-02,291
OFF001,user014,ME001,2023-06-02,366
OFF001,user015,ME001,2023-06-02,91
OFF001,user016,ME001,2023-06-02,220
OFF001,user017,ME001,2023-06-02,279
OFF001,user018,ME001,2023-06-02,116
OFF001,user019,ME001,2023-06-02,12
OFF001,user020,ME001,2023-06-02,436
OFF001,user021,ME001,2023-06-02,193
OFF001,user022,ME001,2023-06-02,129
OFF001,user023,ME001,2023-06-02,22
OFF001,user024,ME001,2023-06-02,389
OFF001,user025,ME001,2023-06-02,3
OFF001,user026,ME001,2023-06-02,310
OFF001,user027,ME001,2023-06-02,51
OFF001,user028,ME001,2023-06-02,13
OFF001,user029,ME001,2023-06-02,154
OFF001,user030,ME001,2023-06-02,104
OFF001,user031,ME001,2023-06-02,177
OFF001,user032,ME001,2023-06-02,225
OFF001,user033,ME001,2023-06-02,369
OFF001,user034,ME001,2023-06-02,394
OFF001,user035,ME001,2023-06-02,362
OFF001,user036,ME001,2023-06-02,152
OFF001,user037,ME001,2023-06-02,398
OFF001,user038,ME001,2023-06-02,6
OFF001,user039,ME001,2023-06-02,37
OFF001,user040,ME001,2023-06-02,283
OFF001,user041,ME001,2023-06-02,274
OFF001,user042,ME001,2023-06-02,196
OFF001,user043,ME001,2023-06-02,430
OFF001,user044,ME001,2023-06-02,337
OFF001,user045,ME001,2023-06-02,375
OFF001,user046,ME001,2023-06-02,54
OFF001,user047,ME001,2023-06-02,335
OFF001,user048,ME001,2023-06-02,43
OFF001,user049,ME001,2023-06-02,368
OFF001,user050,ME001,2023-06-02,187
OFF001,user051,ME001,2023-06-02,342
OFF001,user052,ME001,2023-06-02,311
OFF001,user053,ME001,2023-06-02,93
OFF001,user054,ME001,2023-06-02,320
OFF001,user055,ME001,2023-06-02,145
OFF001,user056,ME001,2023-06-02,144
OFF001,user057,ME001,2023-06-02,392
OFF001,user058,ME001,2023-06-02,144
OFF001,user059,ME001,2023-06-02,189
OFF001,user060,ME001,2023-06-02,114
OFF001,user061,ME001,2023-06-02,77
OFF001,user062,ME001,2023-06-02,420
OFF001,user063,ME001,2023-06-02,324
OFF001,user064,ME001,2023-06-02,321
OFF001,user065,ME001,2023-06-02,384
OFF001,user066,ME001,2023-06-02,37
OFF001,user067,ME001,2023-06-02,200
OFF001,user068,ME001,2023-06-02,394
OFF001,user069,ME001,2023-06-02,369
OFF001,user070,ME001,2023-06-02,355
OFF001,user071,ME001,2023-06-02,241
OFF001,user072,ME001,2023-06-02,303
OFF001,user073,ME001,2023-06-02,169
OFF001,user074,ME001,2023-06-02,216
OFF001,user075,ME001,2023-06-02,399
OFF001,user076,ME001,2023-06-02,87
OFF001,user077,ME001,2023-06-02,47
OFF001,user078,ME001,2023-06-02,302
OFF001,user079,ME001,2023-06-02,230
OFF001,user080,ME001,2023-06-02,198
OFF001,user081,ME001,2023-06-02,176
OFF001,user082,ME001,2023-06-02,241
OFF001,user083,ME001,2023-06-02,430
OFF001,user084,ME001,2023-06-02,297
OFF001,user085,ME001,2023-06-02,166
OFF001,user086,ME001,2023-06-02,342
OFF001,user087,ME001,2023-06-02,196
OFF001,user088,ME001,2023-06-02,263
OFF001,user089,ME001,2023-06-02,449
OFF001,user090,ME001,2023-06-02,165
OFF001,user091,ME001,2023-06-02,69
OFF001,user092,ME001,2023-06-02,287
OFF001,user093,ME001,2023-06-02,303
OFF001,user094,ME001,2023-06-02,306
OFF001,user095,ME001,2023-06-02,246
OFF001,user096,ME001,2023-06-02,64
OFF001,user097,ME001,2023-06-02,331
OFF001,user098,ME001,2023-06-02,248
OFF001,user099,ME001,2023-06-02,376
OFF001,user100,ME001,2023-06-02,63
OFF001,user001,ME001,2023-06-02,294
OFF001,user002,ME001,2023-06-02,204
OFF001,user003,ME001,2023-06-02,166
OFF001,user004,ME001,2023-06-02,37
OFF001,user005,ME001,2023-06-02,279
OFF001,user006,ME001,2023-06-02,359
OFF001,user007,ME001,2023-06-02,335
OFF001,user008,ME001,2023-06-02,273
OFF001,user009,ME001,2023-06-02,418
OFF001,user010,ME001,2023-06-02,430
OFF001,user011,ME001,2023-06-02,33
OFF001,user012,ME001,2023-06-02,19
OFF001,user013,ME001,2023-06-02,425
OFF001,user014,ME001,2023-06-02,209
OFF001,user015,ME001,2023-06-02,136
OFF001,user016,ME001,2023-06-02,275
OFF001,user017,ME001,2023-06-02,47
OFF001,user018,ME001,2023-06-02,362
OFF001,user019,ME001,2023-06-02,259
OFF001,user020,ME001,2023-06-02,128
OFF001,user021,ME001,2023-06-02,165
OFF001,user022,ME001,2023-06-02,29
OFF001,user023,ME001,2023-06-02,434
OFF001,user024,ME001,2023-06-02,220
OFF001,user025,ME001,2023-06-02,274
OFF001,user026,ME001,2023-06-02,24
OFF001,user027,ME001,2023-06-02,375
OFF001,user028,ME001,2023-06-02,249
OFF001,user029,ME001,2023-06-02,52
OFF001,user030,ME001,2023-06-02,18
OFF001,user031,ME001,2023-06-02,39
OFF001,user032,ME001,2023-06-02,282
OFF001,user033,ME001,2023-06-02,26
OFF001,user034,ME001,2023-06-02,444
OFF001,user035,ME001,2023-06-02,334
OFF001,user036,ME001,2023-06-02,409
OFF001,user037,ME001,2023-06-02,173
OFF001,user038,ME001,2023-06-02,78
OFF001,user039,ME001,2023-06-02,409
OFF001,user040,ME001,2023-06-02,215
OFF001,user041,ME001,2023-06-02,202
OFF001,user042,ME001,2023-06-02,34
OFF001,user043,ME001,2023-06-02,366
OFF001,user044,ME001,2023-06-02,251
OFF001,user045,ME001,2023-06-02,240
OFF001,user046,ME001,2023-06-02,379
OFF001,user047,ME001,2023-06-02,315
OFF001,user048,ME001,2023-06-02,285
OFF001,user049,ME001,2023-06-02,79
OFF001,user050,ME001,2023-06-02,246
OFF001,user051,ME001,2023-06-02,392
OFF001,user052,ME001,2023-06-02,187
OFF001,user053,ME001,2023-06-02,80
OFF001,user054,ME001,2023-06-02,209
OFF001,user055,ME001,2023-06-02,40
OFF001,user056,ME001,2023-06-02,317
OFF001,user057,ME001,2023-06-02,431
OFF001,user058,ME001,2023-06-02,177
OFF001,user059,ME001,2023-06-02,146
OFF001,user060,ME001,2023-06-02,299
OFF001,user061,ME001,2023-06-02,335
OFF001,user062,ME001,2023-06-02,394
OFF001,user063,ME001,2023-06-02,402
OFF001,user064,ME001,2023-06-02,76
OFF001,user065,ME001,2023-06-02,48
OFF001,user066,ME001,2023-06-02,49
OFF001,user067,ME001,2023-06-02,373
OFF001,user068,ME001,2023-06-02,174
OFF001,user069,ME001,2023-06-02,424
OFF001,user070,ME001,2023-06-02,115
OFF001,user071,ME001,2023-06-02,147
OFF001,user072,ME001,2023-06-02,186
OFF001,user073,ME001,2023-06-02,385
OFF001,user074,ME001,2023-06-02,147
OFF001,user075,ME001,2023-06-02,66
OFF001,user076,ME001,2023-06-02,256
OFF001,user077,ME001,2023-06-02,392
OFF001,user078,ME001,2023-06-02,265
OFF001,user079,ME001,2023-06-02,353
OFF001,user080,ME001,2023-06-02,414
OFF001,user081,ME001,2023-06-02,183
OFF001,user082,ME001,2023-06-02,342
OFF001,user083,ME001,2023-06-02,295
OFF001,user084,ME001,2023-06-02,182
OFF001,user085,ME001,2023-06-02,394
OFF001,user086,ME001,2023-06-02,178
OFF001,user087,ME001,2023-06-02,128
OFF001,user088,ME001,2023-06-02,332
OFF001,user089,ME001,2023-06-02,337
OFF001,user090,ME001,2023-06-02,14
OFF001,user091,ME001,2023-06-02,236
OFF001,user092,ME001,2023-06-02,68
OFF001,user093,ME001,2023-06-02,154
OFF001,user094,ME001,2023-06-02,309
OFF001,user095,ME001,2023-06-02,169
OFF001,user096,ME001,2023-06-02,183
OFF001,user097,ME001,2023-06-02,17
OFF001,user098,ME001,2023-06-02,197
OFF001,user099,ME001,2023-06-02,49
OFF001,user100,ME001,2023-06-02,9
OFF001,user001,ME001,2023-06-02,29
OFF001,user002,ME001,2023-06-02,336
OFF001,user003,ME001,2023-06-02,107
OFF001,user004,ME001,2023-06-02,337
OFF001,user005,ME001,2023-06-02,313
OFF001,user006,ME001,2023-06-02,326
OFF001,user007,ME001,2023-06-02,295
OFF001,user008,ME001,2023-06-02,3
OFF001,user009,ME001,2023-06-02,130
OFF001,user010,ME001,2023-06-02,233
OFF001,user011,ME001,2023-06-02,136
OFF001,user012,ME001,2023-06-02,97
OFF001,user013,ME001,2023-06-02,354
OFF001,user014,ME001,2023-06-02,263
OFF001,user015,ME001,2023-06-02,184
OFF001,user016,ME001,2023-06-02,319
OFF001,user017,ME001,2023-06-02,413
OFF001,user018,ME001,2023-06-02,318
OFF001,user019,ME001,2023-06-02,355
OFF001,user020,ME001,2023-06-02,313
OFF001,user021,ME001,2023-06-02,39
OFF001,user022,ME001,2023-06-02,449
OFF001,user023,ME001,2023-06-02,364
OFF001,user024,ME001,2023-06-02,156
OFF001,user025,ME001,2023-06-02,309
OFF001,user026,ME001,2023-06-02,203
OFF001,user027,ME001,2023-06-02,21
OFF001,user028,ME001,2023-06-02,140
OFF001,user029,ME001,2023-06-02,6
OFF001,user030,ME001,2023-06-02,190
OFF001,user031,ME001,2023-06-02,275
OFF001,user032,ME001,2023-06-02,62
OFF001,user033,ME001,2023-06-02,130
OFF001,user034,ME001,2023-06-02,261
OFF001,user035,ME001,2023-06-02,8
OFF001,user036,ME001,2023-06-02,106
OFF001,user037,ME001,2023-06-02,219
OFF001,user038,ME001,2023-06-02,2
OFF001,user039,ME001,2023-06-02,65
OFF001,user040,ME001,2023-06-02,230
OFF001,user041,ME001,2023-06-02,59
OFF001,user042,ME001,2023-06-02,432
OFF001,user043,ME001,2023-06-02,225
OFF001,user044,ME001,2023-06-02,61
OFF001,user045,ME001,2023-06-02,393
OFF001,user046,ME001,2023-06-02,214
OFF001,user047,ME001,2023-06-02,19
OFF001,user048,ME001,2023-06-02,334
OFF001,user049,ME001,2023-06-02,43
OFF001,user050,ME001,2023-06-02,358
OFF001,user051,ME001,2023-06-02,427
OFF001,user052,ME001,2023-06-02,382
OFF001,user053,ME001,2023-06-02,277
OFF001,user054,ME001,2023-06-02,245
OFF001,user055,ME001,2023-06-02,270
OFF001,user056,ME001,2023-06-02,289
OFF001,user057,ME001,2023-06-02,136
OFF001,user058,ME001,2023-06-02,427
OFF001,user059,ME001,2023-06-02,256
OFF001,user060,ME001,2023-06-02,121
OFF001,user061,ME001,2023-06-02,345
OFF001,user062,ME001,2023-06-02,395
OFF001,user063,ME001,2023-06-02,419
OFF001,user064,ME001,2023-06-02,242
